QMTCODE,JJCODE,NAME,CLASS1,CLASS2,CLASS3,CONCEPTIONS,BENCHMARK
601127.SH,SHSE.601127,赛力斯,汽车,乘用车,电动乘用车,"2025中报预增,AH股,HS300_,MSCI中国,阿里概念,百度概念,百元股,标准普尔,参股银行,车联网(车路云),成渝特区,地摊经济,抖音概念(字节概念),固态电池,沪股通,华为概念,华为汽车,人工智能,融资融券,上证180_,上证50_,无人驾驶,物联网,西部大开发,新能源车",B
601128.SH,SHSE.601128,常熟银行,银行,农商行Ⅱ,农商行Ⅲ,"MSCI中国,标准普尔,参股银行,富时罗素,互联金融,沪股通,机构重仓,京东金融,破净股,融资融券,上证380,社保重仓,中证500,转债标的",B
601136.SH,SHSE.601136,首创证券,非银金融,证券Ⅱ,证券Ⅲ,"HS300_,MSCI中国,互联金融,沪股通,券商概念,融资融券,上证180_,央国企改革",B
601138.SH,SHSE.601138,工业富联,电子,消费电子,消费电子零部件及组装,"5G概念,HS300_,MSCI中国,标准普尔,车联网(车路云),大数据,独角兽,富时罗素,工业互联,沪股通,机器人概念,苹果概念,区块链,人工智能,融资融券,上证180_,深圳特区,算力概念,物联网,新型工业化,液冷概念,英伟达概念,云计算",A
601155.SH,SHSE.601155,新城控股,房地产,房地产开发,商业地产,"MSCI中国,标准普尔,富时罗素,沪股通,破净股,融资融券,上证380,中证500,装配建筑",B
601162.SH,SHSE.601162,天风证券,非银金融,证券Ⅱ,证券Ⅲ,"2025中报扭亏,MSCI中国,标准普尔,富时罗素,互联金融,沪股通,化债(AMC)概念,券商概念,融资融券,央国企改革,中证500",B
601166.SH,SHSE.601166,兴业银行,银行,股份制银行Ⅱ,股份制银行Ⅲ,"HS300_,MSCI中国,标准普尔,富时罗素,互联金融,沪股通,机构重仓,跨境支付,破净股,融资融券,上证180_,上证50_,央视50_,证金持股,转债标的",B
601187.SH,SHSE.601187,厦门银行,银行,城商行Ⅱ,城商行Ⅲ,"互联金融,沪股通,破净股,上证380",B
601198.SH,SHSE.601198,东兴证券,非银金融,证券Ⅱ,证券Ⅲ,"MSCI中国,标准普尔,富时罗素,沪股通,化债(AMC)概念,券商概念,融资融券,上证380,央国企改革,中证500",B
601211.SH,SHSE.601211,国泰海通,非银金融,证券Ⅱ,证券Ⅲ,"2025中报预增,AH股,HS300_,MSCI中国,标准普尔,并购重组概念,长江三角,富时罗素,股权激励,互联金融,沪股通,机构重仓,科创板做市商,券商概念,融资融券,上证180_,上证50_,证金持股",B
601231.SH,SHSE.601231,环旭电子,电子,消费电子,消费电子零部件及组装,"AI眼镜,LED,UWB概念,WiFi,半导体概念,标准普尔,电子烟,富时罗素,沪股通,苹果概念,融资融券,上证380,无线耳机,新能源车,增强现实,智能穿戴,中证500,转债标的",A
601233.SH,SHSE.601233,桐昆股份,石油石化,炼化及贸易,其他石化,"MSCI中国,标准普尔,富时罗素,互联金融,沪股通,融资融券,上证380,中证500",B
601318.SH,SHSE.601318,中国平安,非银金融,保险Ⅱ,保险Ⅲ,"AH股,HS300_,IPO受益,MSCI中国,标准普尔,参股券商,参股银行,独角兽,富时罗素,互联金融,互联医疗,沪股通,区块链,融资融券,上证180_,上证50_,深圳特区,央视50_,养老概念,证金持股",B
601333.SH,SHSE.601333,广深铁路,交通运输,铁路公路,铁路运输,"AH股,MSCI中国,标准普尔,富时罗素,沪股通,破净股,融资融券,深圳特区,铁路基建,央国企改革,粤港自贸,中证500",C
601375.SH,SHSE.601375,中原证券,非银金融,证券Ⅱ,证券Ⅲ,"AH股,标准普尔,富时罗素,互联金融,沪股通,化债(AMC)概念,券商概念,融资融券,央国企改革",B
601377.SH,SHSE.601377,兴业证券,非银金融,证券Ⅱ,证券Ⅲ,"HS300_,IPO受益,MSCI中国,标准普尔,参股新三板,富时罗素,互联金融,沪股通,机构重仓,科创板做市商,券商概念,融资融券,上证180_,碳交易,央国企改革,证金持股",B
601555.SH,SHSE.601555,东吴证券,非银金融,证券Ⅱ,证券Ⅲ,"2025三季报预增,2025中报预增,MSCI中国,标准普尔,参股保险,富时罗素,互联金融,沪股通,机构重仓,科创板做市商,券商概念,融资融券,上证380,央国企改革,中证500",B
601600.SH,SHSE.601600,中国铝业,有色金属,工业金属,铝,"AH股,HS300_,MSCI中国,标准普尔,富时罗素,沪股通,机构重仓,融资融券,上证180_,稀土永磁,小金属概念,央国企改革,证金持股,中特估,中字头",A
601615.SH,SHSE.601615,明阳智能,电力设备,风电设备,风电整机,"GDR,HIT电池,MSCI中国,标准普尔,储能,风能,富时罗素,国产芯片,沪股通,绿色电力,氢能源,融资融券,上证380,太阳能,新能源,养老金,中证500,昨日涨停_含一字",A
601666.SH,SHSE.601666,平煤股份,煤炭,煤炭开采,焦煤,"2025中报预减,标准普尔,反内卷概念,富时罗素,沪股通,破净股,融资融券,上证380,稀缺资源,央国企改革,证金持股,中证500,转债标的",B
601668.SH,SHSE.601668,中国建筑,建筑装饰,房屋建设Ⅱ,房屋建设Ⅲ,"HS300_,MSCI中国,PPP模式,标准普尔,富时罗素,沪股通,机构重仓,破净股,融资融券,上证180_,上证50_,数字孪生,央国企改革,一带一路,证金持股,中特估,中字头,装配建筑",B
601669.SH,SHSE.601669,中国电建,建筑装饰,基础建设,基建市政工程,"HS300_,MSCI中国,PPP模式,标准普尔,抽水蓄能,风能,富时罗素,核能核电,沪股通,机构重仓,绿色电力,破净股,融资融券,商业航天,上证180_,水利建设,碳交易,特高压,小金属概念,雅下水电概念,央国企改革,一带一路,证金持股,中特估,中字头",B
601688.SH,SHSE.601688,华泰证券,非银金融,证券Ⅱ,证券Ⅲ,"AH股,GDR,HS300_,MSCI中国,阿里概念,标准普尔,参股银行,富时罗素,互联金融,沪股通,机构重仓,科创板做市商,券商概念,融资融券,上证180_,央国企改革,证金持股",B
601689.SH,SHSE.601689,拓普集团,汽车,汽车零部件,底盘与发动机系统,"HS300_,MSCI中国,标准普尔,电商概念,富时罗素,沪股通,华为汽车,机器人概念,机器人执行器,汽车热管理,汽车一体化压铸,融资融券,上证180_,特斯拉,无人驾驶,小米概念,小米汽车,新能源车,新型工业化,液冷概念",B
601696.SH,SHSE.601696,中银证券,非银金融,证券Ⅱ,证券Ⅲ,"MSCI中国,参股期货,富时罗素,互联金融,沪股通,券商概念,融资融券,上证380,中证500",B
601699.SH,SHSE.601699,潞安环能,煤炭,煤炭开采,焦煤,"MSCI中国,标准普尔,反内卷概念,富时罗素,沪股通,破净股,融资融券,上证380,稀缺资源,央国企改革,中证500",B
601778.SH,SHSE.601778,晶科科技,公用事业,电力,光伏发电,"储能,风能,富时罗素,沪股通,绿色电力,氢能源,融资融券,太阳能,新能源,转债标的",C
601788.SH,SHSE.601788,光大证券,非银金融,证券Ⅱ,证券Ⅲ,"AH股,HS300_,MSCI中国,标准普尔,参股期货,长江三角,富时罗素,互联金融,沪股通,机构重仓,券商概念,融资融券,上证180_,央国企改革,证金持股",B
601798.SH,SHSE.601798,蓝科高新,机械设备,专用设备,能源及重型设备,"2025中报扭亏,海工装备,氢能源,熔盐储能,碳交易,西部大开发,央国企改革,页岩气,一带一路,油气设服,专精特新",A
601799.SH,SHSE.601799,星宇股份,汽车,汽车零部件,车身附件及饰件,"MSCI中国,百元股,标准普尔,车联网(车路云),富时罗素,沪股通,融资融券,上证380,无人驾驶,物联网,中证500",B
601838.SH,SHSE.601838,成都银行,银行,城商行Ⅱ,城商行Ⅲ,"HS300_,MSCI中国,标准普尔,富时罗素,互联金融,沪股通,破净股,融资融券,上证180_,西部大开发,央国企改革",B
601872.SH,SHSE.601872,招商轮船,交通运输,航运港口,航运,"HS300_,MSCI中国,标准普尔,富时罗素,海洋经济,沪股通,融资融券,上证180_,天然气,央国企改革,一带一路",C
601877.SH,SHSE.601877,正泰电器,电力设备,电网设备,配电设备,"HS300_,MSCI中国,标准普尔,长江三角,储能,富时罗素,沪股通,融资融券,上证180_,石墨烯,太阳能,特斯拉,养老金,智能电网",A
601878.SH,SHSE.601878,浙商证券,非银金融,证券Ⅱ,证券Ⅲ,"HS300_,MSCI中国,标准普尔,富时罗素,互联金融,沪股通,科创板做市商,券商概念,融资融券,上证180_",B
601886.SH,SHSE.601886,江河集团,建筑装饰,装修装饰Ⅱ,装修装饰Ⅲ,"沪股通,建筑节能,蚂蚁概念,融资融券,太阳能,一带一路,医疗美容,装配建筑",B
601888.SH,SHSE.601888,中国中免,商贸零售,旅游零售Ⅱ,旅游零售Ⅲ,"AH股,HS300_,MSCI中国,标准普尔,电商概念,富时罗素,海南自贸,沪股通,机构重仓,茅指数,免税概念,融资融券,上证180_,上证50_,央国企改革,证金持股,中字头",B
601899.SH,SHSE.601899,紫金矿业,有色金属,工业金属,铜,"2025中报预增,AH股,HS300_,MSCI中国,贬值受益,标准普尔,富时罗素,沪股通,黄金概念,基金重仓,机构重仓,融资融券,上证180_,上证50_,稀缺资源,小金属概念,央国企改革,一带一路,证金持股,锂矿概念",A
601900.SH,SHSE.601900,南方传媒,传媒,出版,教育出版,"2025中报预增,AI应用,参股银行,沪股通,人工智能,融资融券,数字阅读,央国企改革,在线教育",A
601918.SH,SHSE.601918,新集能源,煤炭,煤炭开采,动力煤,"超超临界发电,反内卷概念,沪股通,机构重仓,煤化工,融资融券,央国企改革,中证500",B
601939.SH,SHSE.601939,建设银行,银行,国有大型银行Ⅱ,国有大型银行Ⅲ,"AH股,HS300_,MSCI中国,标准普尔,富时罗素,互联金融,沪股通,机构重仓,跨境支付,破净股,融资融券,上证180_,央国企改革,央视50_,证金持股,中特估",B
601949.SH,SHSE.601949,中国出版,传媒,出版,大众出版,"AI语料,NFT概念,富时罗素,沪股通,融资融券,央国企改革,知识产权,中字头",A
601965.SH,SHSE.601965,中国汽研,汽车,汽车服务,汽车综合服务,"北交所概念,车联网(车路云),沪股通,华为概念,华为汽车,燃料电池,融资融券,上证380,胎压监测,特斯拉,无人机,无人驾驶,西部大开发,新能源车,央国企改革,中证500,中字头",B
601985.SH,SHSE.601985,中国核电,公用事业,电力,核力发电,"HS300_,MSCI中国,标准普尔,储能,风能,富时罗素,核能核电,沪股通,机构重仓,可控核聚变,绿色电力,融资融券,上证180_,上证50_,太阳能,新能源,央国企改革,证金持股,中特估,中字头",C
601995.SH,SHSE.601995,中金公司,非银金融,证券Ⅱ,证券Ⅲ,"2025中报预增,AH股,HS300_,MSCI中国,并购重组概念,富时罗素,互联金融,沪股通,券商概念,融资融券,上证180_,证金持股",B
603005.SH,SHSE.603005,晶方科技,电子,半导体,集成电路封测,"2025中报预增,3D摄像头,5G概念,Chiplet概念,半导体概念,传感器,氮化镓,第三代半导体,高带宽内存,光刻机(胶),国产芯片,沪股通,华为概念,机构重仓,汽车芯片,融资融券,上证380,生物识别,增强现实",A
603009.SH,SHSE.603009,北特科技,汽车,汽车零部件,底盘与发动机系统,"沪股通,基金重仓,汽车热管理,人形机器人,融资融券,上海自贸,特斯拉,新能源车",B
603011.SH,SHSE.603011,合锻智能,机械设备,专用设备,其他专用设备,"Chiplet概念,半导体概念,飞行汽车(eVTOL),工业母机,光通信模块,海工装备,海洋经济,核能核电,沪股通,军工,可控核聚变,融资融券,商业航天,算力概念,特斯拉,新能源车,新型工业化",A
603015.SH,SHSE.603015,弘讯科技,机械设备,自动化设备,工控设备,"充电桩,储能,沪股通,机器人概念,可控核聚变,人工智能,融资融券,太阳能,物联网,新能源,新型工业化",A
603019.SH,SHSE.603019,中科曙光,计算机,计算机设备,其他计算机设备,"DeepSeek概念,HS300_,MSCI中国,VPN,百度概念,边缘计算,标准普尔,创投,大数据,东数西算,独角兽,富时罗素,国产芯片,沪股通,区块链,人工智能,融资融券,上证180_,上证50_,数据中心,数字经济,数字孪生,算力概念,网络安全,信创,雄安新区,央国企改革,液冷概念,一带一路,云计算,智慧城市,中特估,中字头",A
603035.SH,SHSE.603035,常熟汽饰,汽车,汽车零部件,车身附件及饰件,"沪股通,华为概念,激光雷达,融资融券,特斯拉,无人驾驶,小米概念,新能源车,养老金",B
603040.SH,SHSE.603040,新坐标,汽车,汽车零部件,底盘与发动机系统,"百元股,沪股通,汽车热管理,新能源车,养老金,专精特新",B
603061.SH,SHSE.603061,金海通,电子,半导体,半导体设备,"2025中报预增,百元股,半导体概念,沪股通,机构重仓,专精特新",A
603062.SH,SHSE.603062,麦加芯彩,基础化工,化学制品,涂料油墨,"风能,海工装备,沪股通,融资融券,太阳能,专精特新",A
603063.SH,SHSE.603063,禾望电气,电力设备,风电设备,风电零部件,"2025中报预增,储能,风能,沪股通,氢能源,融资融券,上证380,深圳特区,太阳能,智能电网",A
603067.SH,SHSE.603067,振华股份,基础化工,化学原料,无机盐,"储能,钒电池,固态电池,沪股通,军工,融资融券,维生素,转债标的,钛白粉,锂电池",A
603072.SH,SHSE.603072,天和磁材,有色金属,金属新材料,磁性材料,"机器人概念,融资融券,稀土永磁,小金属概念,新材料",A
603083.SH,SHSE.603083,剑桥科技,通信,通信设备,通信终端及配件,"2025中报预增,5G概念,AH股,CPO概念,F5G概念,QFII重仓,WiFi,百元股,边缘计算,股权激励,光通信模块,沪股通,华为概念,融资融券,上证380,物联网,新型工业化,信创,液冷概念,智能家居",A
603087.SH,SHSE.603087,甘李药业,医药生物,生物制品,其他生物制品,"2025中报预增,MSCI中国,创新药,独家药品,富时罗素,沪股通,减肥药,融资融券,上证380,医疗器械概念,中证500",B
603091.SH,SHSE.603091,众鑫股份,轻工制造,包装印刷,纸包装,"沪股通,机构重仓,节能环保,融资融券,碳交易,乡村振兴",B
603119.SH,SHSE.603119,浙江荣泰,汽车,汽车零部件,其他汽车零部件,"百元股,沪股通,基金重仓,机器人概念,人形机器人,融资融券,新能源车,专精特新",B
603120.SH,SHSE.603120,肯特催化,基础化工,化学制品,其他化学制品,"半导体概念,次新股,光刻机(胶),化工原料,环氧丙烷,融资融券,注册制次新股,专精特新",A
603124.SH,SHSE.603124,江南新材,有色金属,金属新材料,其他金属新材料,"PCB,QFII重仓,次新股,复合集流体,融资融券,注册制次新股,专精特新,锂电池",A
603127.SH,SHSE.603127,昭衍新药,医药生物,医疗服务,医疗研发外包,"2025中报扭亏,AH股,CRO,标准普尔,创新药,富时罗素,股权激励,沪股通,宁组合,融资融券,上证380,生物疫苗,专精特新",B
603129.SH,SHSE.603129,春风动力,汽车,摩托车及其他,摩托车,"百元股,富时罗素,沪股通,基金重仓,融资融券,上证380,体育产业,养老金,中证500",B
603130.SH,SHSE.603130,云中马,纺织服饰,纺织制造,其他纺织,"沪股通,昨日涨停,昨日涨停_含一字",C
603151.SH,SHSE.603151,邦基科技,农林牧渔,饲料,畜禽饲料,"2025中报预增,猪肉概念",C
603160.SH,SHSE.603160,汇顶科技,电子,半导体,模拟芯片设计,"AI手机,AI眼镜,MSCI中国,半导体概念,标准普尔,传感器,富时罗素,股权激励,国产芯片,沪股通,华为概念,汽车芯片,人工智能,荣耀概念,融资融券,上证380,深圳特区,生物识别,无线耳机,物联网,小米概念,星闪概念,央视50_,智能穿戴,智能家居,中芯概念,中证500",A
603163.SH,SHSE.603163,圣晖集成,建筑装饰,专业工程,其他专业工程,"半导体概念,养老金",B
